#alarm_message
id,number,timestamp,status,device_id
99,User99,email@lpnu.ua99,phone_number99
100,User100,email@lpnu.ua100,phone_number100
101,User101,email@lpnu.ua101,phone_number101
102,User102,email@lpnu.ua102,phone_number102
103,User103,email@lpnu.ua103,phone_number103
104,User104,email@lpnu.ua104,phone_number104
105,User105,email@lpnu.ua105,phone_number105
106,User106,email@lpnu.ua106,phone_number106
107,User107,email@lpnu.ua107,phone_number107
108,User108,email@lpnu.ua108,phone_number108
109,User109,email@lpnu.ua109,phone_number109
110,User110,email@lpnu.ua110,phone_number110
111,User111,email@lpnu.ua111,phone_number111
112,User112,email@lpnu.ua112,phone_number112
113,User113,email@lpnu.ua113,phone_number113
114,User114,email@lpnu.ua114,phone_number114
115,User115,email@lpnu.ua115,phone_number115
116,User116,email@lpnu.ua116,phone_number116
117,User117,email@lpnu.ua117,phone_number117
118,User118,email@lpnu.ua118,phone_number118
119,User119,email@lpnu.ua119,phone_number119
120,User120,email@lpnu.ua120,phone_number120
121,User121,email@lpnu.ua121,phone_number121
122,User122,email@lpnu.ua122,phone_number122
123,User123,email@lpnu.ua123,phone_number123
124,User124,email@lpnu.ua124,phone_number124
125,User125,email@lpnu.ua125,phone_number125
126,User126,email@lpnu.ua126,phone_number126
127,User127,email@lpnu.ua127,phone_number127
128,User128,email@lpnu.ua128,phone_number128
129,User129,email@lpnu.ua129,phone_number129
130,User130,email@lpnu.ua130,phone_number130
131,User131,email@lpnu.ua131,phone_number131
132,User132,email@lpnu.ua132,phone_number132
133,User133,email@lpnu.ua133,phone_number133
134,User134,email@lpnu.ua134,phone_number134
135,User135,email@lpnu.ua135,phone_number135
136,User136,email@lpnu.ua136,phone_number136
137,User137,email@lpnu.ua137,phone_number137
138,User138,email@lpnu.ua138,phone_number138
139,User139,email@lpnu.ua139,phone_number139
140,User140,email@lpnu.ua140,phone_number140
141,User141,email@lpnu.ua141,phone_number141
142,User142,email@lpnu.ua142,phone_number142
143,User143,email@lpnu.ua143,phone_number143
144,User144,email@lpnu.ua144,phone_number144
145,User145,email@lpnu.ua145,phone_number145
146,User146,email@lpnu.ua146,phone_number146
147,User147,email@lpnu.ua147,phone_number147
148,User148,email@lpnu.ua148,phone_number148
149,User149,email@lpnu.ua149,phone_number149
150,User150,email@lpnu.ua150,phone_number150
